dt,Цена на арматуру,lag_1,lag_2,lag_3,lag_4,Скользящее среднее,week,month,Базовый индекс потребительских цен на товары и услуги,Ключевая ставка,Курс доллара,"Концентрат коксующегося угля_Россия марка ОС FCA руб./т, без НДС","Лом_HMS 1/2 80:20, FOB EC Роттердам, $/т","Лом_3А, РФ CPT ж/д Южный ФО, руб./т, без НДС","Лом_3А, РФ CPT ж/д Сибирский ФО, руб./т, без НДС","Лом_3А, РФ CPT ж/д Центральный ФО, руб./т, без НДС","ЖРС_Китай Iron ore fines Fe 62%, CFR","Чугун_CFR Италия, $/т","Концентрат коксующегося угля_Россия марка КО FCA руб./т, без НДС","ЖРС_Российские окатыши Fe 62-65,5%, SiO2 5,8-8,65, DAP Забайкальск-Манжули, $/т","Лом_HMS 1/2 80:20, FOB США Восток, $/т","Лом_3А, FOB РФ Черное море, $/т","Чугун_FOB Бразилия Север, $/т","Лом_HMS 1/2 80:20, CFR ЮВА, $/т","Концентрат коксующегося угля_Россия марка КС FCA руб./т, без НДС","Лом_3А, РФ FCA ж/д респ. Татарстан, руб./т, без НДС","ЖРС_Российский концентрат Fe 62,5-67,5%, SiO2 0,78-8,51, сухой вес, DAP Забайкальск-Манжули, $/т","Концентрат коксующегося угля_Россия марка К и смеси марок К, КО FCA руб./т, без НДС","Кокс_Россия Урал Сибирь +25, FCA руб./т., без НДС","Лом_3А, РФ FCA ж/д Московский регион, руб./т, без НДС","Концентрат коксующегося угля_Россия марка Ж+ГЖ FCA руб./т, без НДС","Чугун_FOB Россия Черное море, $/т","ЖРС_Россия аглоруда Fe 52-60%, FCA руб./т, без НДС","ЖРС_Россия концентрат Fe 64-68%, FCA руб./т, без НДС","Чугун_Россия, FCA руб./т, без НДС","Концентрат коксующегося угля_HCC Австралия, $/t FOB","ЖРС_Россия окатыши Fe 62-65,5% FCA руб./т, без НДС","ГБЖ_CFR Италия, $/т","Лом_3А, РФ CPT ж/д Уральский ФО, руб./т, без НДС","Концентрат коксующегося угля_Россия марка Ж FCA руб./т, без НДС","Лом_HMS 1/2 80:20, CFR Турция, $/т","Чугун_CFR Китай, $/т","Концентрат коксующегося угля_Средняя шихта Россия FCA руб./т, без НДС","Концентрат коксующегося угля_Россия марка ГЖ FCA руб./т, без НДС","Чугун_CFR NOLA США, $/т","Чугун_CFR Турция, $/т","ЖРС_Средневзвешенная цена окатыши Fe 62-65,5%, Россия FCA руб./т, без НДС","ЖРС_Средневзвешенная цена концентрат Fe 64-68%, Россия FCA руб./т, без НДС","ЖРС_Средневзвешенная цена аглоруда Fe 52-60%, Россия FCA руб./т, без НДС","ЖРС_Средневзвешенная цена за 1 % Fe в аглоруде, Россия FCA руб./т, без НДС","ЖРС_Средневзвешенная цена за 1 % Fe в концентрате, Россия FCA руб./т, без НДС","ЖРС_Средневзвешенная цена за 1 % Fe в окатыши, Россия FCA руб./т, без НДС","ЖРС_Украинский концентрат Fe 65-68%,  DAP граница Украины с Европой,  $/т","ЖРС_Украинские окатыши Fe 65-66%, DAP граница Украины с Европой,  $/т",Price_x,Open_x,High_x,Low_x,Vol._x,Change %_x,Price_y,Open_y,High_y,Low_y,Vol._y,Change %_y,Price,Open,High,Low,Vol.,Change %
2016-08-29,28700.0,28850.0,29200.0,30200.0,31000.0,30731.25,35.0,8.0,0.0,7.235714285714286,69.02996180866965,4575.0,216.0,11484.0,10509.0,11664.0,61.0,285.5,4400.0,69.5,217.0,195.0,250.0,225.0,3550.0,10287.0,53.0,5150.0,9225.0,10750.0,5075.0,255.0,1235.0,2050.0,14750.0,124.0,3225.0,249.5,11265.0,5400.0,225.0,322.5,4630.0,3975.0,312.0,297.5,3232.0,2123.0,1198.0,23.0,64.0,101.0,77.0,125.5,"1,029.00","1,015.20","1,000.00","1,024.00",1.30M,0.29%,"38,95","40,00","37,85","36,90","21,85M","-0,37%",152.22,154.2,154.2,151.6,5.67M,-0.12%
2016-09-05,28500.0,28700.0,28850.0,29200.0,30200.0,30118.75,36.0,9.0,0.0,7.235714285714286,69.02996180866965,4575.0,210.0,11336.0,10694.0,11876.0,59.0,285.5,4400.0,70.0,217.0,196.0,250.0,226.0,3550.0,10344.0,53.0,5150.0,9525.0,11036.0,5075.0,255.0,1235.0,2350.0,14750.0,139.0,3525.0,249.5,11689.0,5400.0,225.0,322.5,4637.0,4050.0,312.0,297.5,3232.0,2123.0,1198.0,23.0,64.0,101.0,77.0,125.5,"1,029.00","1,015.20","1,000.00","1,024.00",1.30M,0.29%,"38,95","40,00","37,85","36,90","21,85M","-0,37%",152.22,154.2,154.2,151.6,5.67M,-0.12%
2016-09-12,30000.0,28500.0,28700.0,28850.0,29200.0,29806.25,37.0,9.0,0.0,7.235714285714286,69.02996180866965,4575.0,209.0,11512.0,10918.0,12191.0,59.0,285.5,4400.0,70.0,217.0,191.0,250.0,225.0,3550.0,10542.0,53.0,5150.0,9525.0,11352.0,5075.0,255.0,1235.0,2350.0,14750.0,166.0,3525.0,249.5,12011.0,5400.0,223.0,322.5,4637.0,4050.0,312.0,297.5,3232.0,2123.0,1198.0,23.0,64.0,101.0,77.0,125.5,"1,029.00","1,015.20","1,000.00","1,024.00",1.30M,0.29%,"38,95","40,00","37,85","36,90","21,85M","-0,37%",152.22,154.2,154.2,151.6,5.67M,-0.12%
2016-09-19,32000.0,30000.0,28500.0,28700.0,28850.0,29806.25,38.0,9.0,0.0,7.235714285714286,69.02996180866965,4575.0,208.0,11489.0,11193.0,12420.0,56.0,285.5,4400.0,68.0,212.0,188.0,248.0,236.0,3550.0,10720.0,51.0,5150.0,9525.0,11495.0,5075.0,245.0,1235.0,2350.0,14750.0,199.0,3525.0,249.5,12257.0,5400.0,218.0,322.5,4637.0,4050.0,312.0,297.5,3232.0,2123.0,1198.0,23.0,64.0,101.0,77.0,125.5,"1,029.00","1,015.20","1,000.00","1,024.00",1.30M,0.29%,"38,95","40,00","37,85","36,90","21,85M","-0,37%",152.22,154.2,154.2,151.6,5.67M,-0.12%
2016-09-26,32500.0,32000.0,30000.0,28500.0,28700.0,29993.75,39.0,9.0,0.0,7.235714285714286,69.02996180866965,4575.0,204.0,11403.0,11153.0,12568.0,56.0,285.5,4400.0,68.0,209.0,188.0,248.0,230.0,3550.0,10937.0,51.0,5150.0,9525.0,11623.0,5075.0,250.0,1235.0,2350.0,14750.0,206.0,3525.0,249.5,12321.0,5400.0,210.0,322.5,4637.0,4050.0,312.0,297.5,3567.0,2298.0,1097.0,22.0,64.0,101.0,77.0,125.5,"1,029.00","1,015.20","1,000.00","1,024.00",1.30M,0.29%,"38,95","40,00","37,85","36,90","21,85M","-0,37%",152.22,154.2,154.2,151.6,5.67M,-0.12%
2016-10-03,33300.0,32500.0,32000.0,30000.0,28500.0,30381.25,40.0,10.0,0.0,7.235714285714286,69.02996180866965,4575.0,196.0,11612.0,11111.0,12591.0,56.0,285.5,4400.0,69.0,196.0,181.0,248.0,223.0,3550.0,11062.0,51.0,5150.0,9525.0,11721.0,5075.0,243.0,1235.0,2350.0,14750.0,209.0,3525.0,249.5,12279.0,5400.0,210.0,322.5,4637.0,4050.0,312.0,297.5,3567.0,2298.0,1097.0,22.0,64.0,101.0,77.0,125.5,"1,029.00","1,015.20","1,000.00","1,024.00",1.30M,0.29%,"38,95","40,00","37,85","36,90","21,85M","-0,37%",152.22,154.2,154.2,151.6,5.67M,-0.12%
2016-10-10,34300.0,33300.0,32500.0,32000.0,30000.0,31018.75,41.0,10.0,0.0,7.235714285714286,69.02996180866965,7100.0,201.0,12954.0,11304.0,13005.0,55.0,285.5,6450.0,70.0,203.0,186.0,243.0,223.0,5850.0,11807.0,53.0,8150.0,12900.0,12201.0,7700.0,235.0,1135.0,2375.0,13400.0,211.0,3435.0,249.5,13247.0,8100.0,215.0,322.5,7156.0,6050.0,312.0,297.5,3567.0,2298.0,1097.0,22.0,64.0,101.0,77.0,125.5,"1,029.00","1,015.20","1,000.00","1,024.00",1.30M,0.29%,"38,95","40,00","37,85","36,90","21,85M","-0,37%",152.22,154.2,154.2,151.6,5.67M,-0.12%
2016-10-17,33700.0,34300.0,33300.0,32500.0,32000.0,31625.0,42.0,10.0,0.0,7.235714285714286,69.02996180866965,7100.0,206.0,12869.0,11273.0,13017.0,57.0,285.5,6450.0,71.5,208.0,194.0,243.0,223.0,5850.0,11839.0,54.0,8150.0,12900.0,12182.0,7700.0,240.0,1135.0,2375.0,13400.0,222.0,3435.0,249.5,13132.0,8100.0,220.0,322.5,7156.0,6050.0,312.0,297.5,3567.0,2298.0,1097.0,22.0,64.0,101.0,77.0,125.5,"1,029.00","1,015.20","1,000.00","1,024.00",1.30M,0.29%,"38,95","40,00","37,85","36,90","21,85M","-0,37%",152.22,154.2,154.2,151.6,5.67M,-0.12%
2016-10-24,32200.0,33700.0,34300.0,33300.0,32500.0,32062.5,43.0,10.0,0.0,7.235714285714286,69.02996180866965,7100.0,213.0,12672.0,11552.0,12976.0,59.0,285.5,6450.0,73.5,217.0,208.0,235.0,228.0,5850.0,11878.0,55.0,8150.0,12900.0,12203.0,7700.0,250.0,1135.0,2375.0,13400.0,239.0,3435.0,249.5,13125.0,8100.0,228.0,322.5,7156.0,6050.0,312.0,297.5,3567.0,2298.0,1097.0,22.0,64.0,101.0,77.0,125.5,"1,029.00","1,015.20","1,000.00","1,024.00",1.30M,0.29%,"38,95","40,00","37,85","36,90","21,85M","-0,37%",152.22,154.2,154.2,151.6,5.67M,-0.12%
2016-10-31,30400.0,32200.0,33700.0,34300.0,33300.0,32300.0,44.0,10.0,0.0,7.235714285714286,69.02996180866965,7100.0,221.0,12716.0,11786.0,12682.0,62.0,285.5,6450.0,74.5,221.0,206.0,235.0,228.0,5850.0,11589.0,55.5,8150.0,12900.0,11917.0,7700.0,270.0,1135.0,2375.0,13400.0,250.0,3435.0,249.5,12621.0,8100.0,235.0,322.5,7156.0,6050.0,312.0,297.5,3509.0,2330.0,1049.0,22.0,64.0,101.0,77.0,125.5,"1,029.00","1,015.20","1,000.00","1,024.00",1.30M,0.29%,"38,95","40,00","37,85","36,90","21,85M","-0,37%",152.22,154.2,154.2,151.6,5.67M,-0.12%
2016-11-07,30200.0,30400.0,32200.0,33700.0,34300.0,32325.0,45.0,11.0,0.0,7.243877551020408,69.02996180866965,7100.0,237.0,12660.0,11792.0,12548.0,65.0,285.5,6450.0,76.5,240.0,213.0,249.0,233.0,5850.0,11729.0,57.5,8150.0,12900.0,11819.0,8700.0,290.0,1135.0,2425.0,13900.0,265.0,3300.0,249.5,12713.0,8450.0,253.0,322.5,7522.0,6625.0,312.0,297.5,3509.0,2330.0,1049.0,22.0,64.0,101.0,77.0,125.5,"1,029.00","1,015.20","1,000.00","1,024.00",1.30M,0.29%,"38,95","40,00","37,85","36,90","21,85M","-0,37%",152.22,154.2,154.2,151.6,5.67M,-0.12%
2016-11-14,29800.0,30200.0,30400.0,32200.0,33700.0,32050.0,46.0,11.0,0.0,7.252040816326531,69.02996180866965,7100.0,252.0,12564.0,11584.0,12483.0,72.0,285.5,6450.0,77.5,255.0,236.0,249.0,260.0,5850.0,11742.0,59.5,8150.0,12900.0,11800.0,8700.0,315.0,1135.0,2425.0,13900.0,302.0,3300.0,249.5,12866.0,8450.0,269.0,322.5,7522.0,6625.0,312.0,297.5,3509.0,2330.0,1049.0,22.0,64.0,101.0,77.0,125.5,"1,029.00","1,015.20","1,000.00","1,024.00",1.30M,0.29%,"38,95","40,00","37,85","36,90","21,85M","-0,37%",152.22,154.2,154.2,151.6,5.67M,-0.12%
2016-11-21,33500.0,29800.0,30200.0,30400.0,32200.0,32175.0,47.0,11.0,0.0,7.260204081632653,69.02996180866965,7100.0,255.0,12917.0,11719.0,12729.0,74.0,285.5,6450.0,78.5,262.0,240.0,278.0,273.0,5850.0,11858.0,60.5,8150.0,12900.0,12108.0,8700.0,325.0,1135.0,2425.0,13900.0,306.0,3300.0,249.5,12932.0,8450.0,272.0,322.5,7522.0,6625.0,312.0,297.5,3509.0,2330.0,1049.0,22.0,64.0,101.0,77.0,125.5,"1,029.00","1,015.20","1,000.00","1,024.00",1.30M,0.29%,"38,95","40,00","37,85","36,90","21,85M","-0,37%",152.22,154.2,154.2,151.6,5.67M,-0.12%
2016-11-28,33500.0,33500.0,29800.0,30200.0,30400.0,32200.0,48.0,11.0,0.0,7.268367346938776,69.02996180866965,7100.0,250.0,13434.0,11561.0,13377.0,76.0,285.5,6450.0,79.5,261.0,236.0,278.0,273.0,5850.0,12196.0,61.5,8150.0,12900.0,12556.0,8700.0,320.0,1135.0,2425.0,13900.0,304.0,3300.0,249.5,13254.0,8450.0,270.0,322.5,7522.0,6625.0,312.0,297.5,3303.0,2129.0,1079.0,22.0,64.0,101.0,77.0,125.5,"1,029.00","1,015.20","1,000.00","1,024.00",1.30M,0.29%,"38,95","40,00","37,85","36,90","21,85M","-0,37%",152.22,154.2,154.2,151.6,5.67M,-0.12%
2016-12-05,33500.0,33500.0,33500.0,29800.0,30200.0,32100.0,49.0,12.0,0.0,7.276530612244898,69.02996180866965,7100.0,248.0,13500.0,11894.0,13950.0,77.0,285.5,6450.0,83.0,259.0,233.0,275.0,271.0,5850.0,12873.0,67.0,8150.0,12900.0,13021.0,8700.0,315.0,1135.0,3175.0,16800.0,301.0,4600.0,249.5,13702.0,8700.0,268.0,322.5,7552.0,6650.0,312.0,297.5,3303.0,2129.0,1079.0,22.0,64.0,101.0,77.0,125.5,"1,029.00","1,015.20","1,000.00","1,024.00",1.30M,0.29%,"38,95","40,00","37,85","36,90","21,85M","-0,37%",152.22,154.2,154.2,151.6,5.67M,-0.12%
2016-12-12,33500.0,33500.0,33500.0,33500.0,29800.0,32075.0,50.0,12.0,0.0,7.28469387755102,69.02996180866965,7100.0,245.0,14417.0,12144.0,14492.0,81.0,285.5,6450.0,87.0,259.0,230.0,275.0,270.0,5850.0,13335.0,70.0,8150.0,13100.0,13600.0,8700.0,310.0,1135.0,3175.0,16800.0,289.0,4600.0,249.5,14300.0,8700.0,267.0,322.5,7552.0,6650.0,312.0,297.5,3303.0,2129.0,1079.0,22.0,64.0,101.0,77.0,125.5,"1,029.00","1,015.20","1,000.00","1,024.00",1.30M,0.29%,"38,95","40,00","37,85","36,90","21,85M","-0,37%",152.22,154.2,154.2,151.6,5.67M,-0.12%
2016-12-19,33000.0,33500.0,33500.0,33500.0,33500.0,32175.0,51.0,12.0,0.0,7.292857142857143,69.02996180866965,7100.0,251.0,15094.0,13327.0,15385.0,82.0,285.5,6450.0,88.0,270.0,255.0,300.0,285.0,5850.0,14171.0,70.5,8150.0,13100.0,14403.0,8700.0,315.0,1135.0,3175.0,16800.0,254.0,4600.0,249.5,14942.0,8700.0,279.0,322.5,7552.0,6650.0,312.0,297.5,3303.0,2129.0,1079.0,22.0,64.0,101.0,77.0,125.5,"1,029.00","1,015.20","1,000.00","1,024.00",1.30M,0.29%,"38,95","40,00","37,85","36,90","21,85M","-0,37%",152.22,154.2,154.2,151.6,5.67M,-0.12%
2016-12-26,32500.0,33000.0,33500.0,33500.0,33500.0,32437.5,52.0,12.0,0.0,7.301020408163265,69.02996180866965,7100.0,259.0,15561.0,13377.0,15869.0,80.0,285.5,6450.0,86.0,283.0,263.0,300.0,285.0,5850.0,14354.0,69.5,8150.0,13100.0,14969.0,8700.0,310.0,1135.0,3175.0,16800.0,245.0,4600.0,249.5,15269.0,8700.0,292.0,322.5,7552.0,6650.0,312.0,297.5,3848.0,2696.0,1107.0,22.0,64.0,101.0,77.0,125.5,"1,029.00","1,015.20","1,000.00","1,024.00",1.30M,0.29%,"38,95","40,00","37,85","36,90","21,85M","-0,37%",152.22,154.2,154.2,151.6,5.67M,-0.12%
2017-01-02,33750.0,32500.0,33000.0,33500.0,33500.0,32881.25,1.0,1.0,0.0,7.309183673469388,69.02996180866965,7100.0,259.0,16085.0,13393.0,15878.0,80.0,285.5,6450.0,86.0,283.0,263.0,300.0,285.0,5850.0,14467.0,69.5,8150.0,13100.0,15046.0,8700.0,310.0,1135.0,3175.0,16800.0,228.0,4600.0,249.5,15323.0,8700.0,292.0,322.5,7552.0,6650.0,312.0,297.5,3848.0,2696.0,1107.0,22.0,64.0,101.0,77.0,125.5,"1,029.00","1,015.20","1,000.00","1,024.00",1.30M,0.29%,"38,95","40,00","37,85","36,90","21,85M","-0,37%",152.22,154.2,154.2,151.6,5.67M,-0.12%
2017-01-09,33750.0,33750.0,32500.0,33000.0,33500.0,33375.0,2.0,1.0,0.0,7.31734693877551,69.02996180866965,7375.0,259.0,15579.0,13553.0,15705.0,78.0,285.5,6450.0,104.0,283.0,263.0,300.0,285.0,6300.0,14420.0,83.0,10650.0,13725.0,15038.0,11750.0,310.0,1360.0,3975.0,20850.0,210.0,5200.0,249.5,15322.0,10700.0,292.0,322.5,9311.0,8475.0,312.0,297.5,3848.0,2696.0,1107.0,22.0,64.0,101.0,77.0,125.5,"1,029.00","1,015.20","1,000.00","1,024.00",1.30M,0.29%,"38,95","40,00","37,85","36,90","21,85M","-0,37%",152.22,154.2,154.2,151.6,5.67M,-0.12%
2017-01-16,33750.0,33750.0,33750.0,32500.0,33000.0,33406.25,3.0,1.0,0.0,7.325510204081633,69.02996180866965,7375.0,256.0,16093.0,13449.0,15861.0,80.0,285.5,6450.0,104.0,280.0,260.0,300.0,281.0,6300.0,14583.0,84.0,10650.0,13725.0,15072.0,11750.0,310.0,1360.0,3975.0,20850.0,188.0,5200.0,249.5,15312.0,10700.0,288.0,322.5,9311.0,8475.0,312.0,297.5,3848.0,2696.0,1107.0,22.0,64.0,101.0,77.0,125.5,"1,029.00","1,015.20","1,000.00","1,024.00",1.30M,0.29%,"38,95","40,00","37,85","36,90","21,85M","-0,37%",152.22,154.2,154.2,151.6,5.67M,-0.12%
2017-01-23,33750.0,33750.0,33750.0,33750.0,32500.0,33437.5,4.0,1.0,0.0,7.333673469387755,69.02996180866965,7375.0,249.0,15659.0,13468.0,15838.0,82.0,285.5,6450.0,104.5,275.0,253.0,300.0,277.0,6300.0,14478.0,84.5,10650.0,13725.0,14887.0,11750.0,315.0,1360.0,3975.0,20850.0,176.0,5200.0,249.5,15315.0,10700.0,280.0,322.5,9311.0,8475.0,312.0,297.5,3848.0,2696.0,1107.0,22.0,64.0,101.0,77.0,125.5,"1,029.00","1,015.20","1,000.00","1,024.00",1.30M,0.29%,"38,95","40,00","37,85","36,90","21,85M","-0,37%",152.22,154.2,154.2,151.6,5.67M,-0.12%
2017-01-30,33000.0,33750.0,33750.0,33750.0,33750.0,33375.0,5.0,1.0,0.0,7.341836734693878,69.02996180866965,7375.0,219.0,15439.0,13396.0,15868.0,82.0,285.5,6450.0,104.5,246.0,223.0,280.0,265.0,6300.0,14480.0,84.5,10650.0,13725.0,14812.0,11750.0,300.0,1360.0,3975.0,20850.0,173.0,5200.0,249.5,15328.0,10700.0,250.0,322.5,9311.0,8475.0,312.0,297.5,4886.0,3813.0,1554.0,29.0,64.0,101.0,77.0,125.5,"1,029.00","1,015.20","1,000.00","1,024.00",1.30M,0.29%,"38,95","40,00","37,85","36,90","21,85M","-0,37%",152.22,154.2,154.2,151.6,5.67M,-0.12%
2017-02-06,32600.0,33000.0,33750.0,33750.0,33750.0,33262.5,6.0,2.0,0.0,7.35,69.02996180866965,12250.0,206.0,15233.0,13426.0,15642.0,83.0,285.5,9250.0,104.5,235.0,209.0,280.0,265.0,8250.0,14685.0,84.5,13500.0,17500.0,14607.0,12750.0,290.0,2150.0,3775.0,20850.0,171.0,5025.0,249.5,15303.0,12600.0,235.0,322.5,11326.0,9150.0,312.0,297.5,4886.0,3813.0,1554.0,29.0,64.0,101.0,77.0,125.5,"1,029.00","1,015.20","1,000.00","1,024.00",1.30M,0.29%,"38,95","40,00","37,85","36,90","21,85M","-0,37%",152.22,154.2,154.2,151.6,5.67M,-0.12%
2017-02-13,32000.0,32600.0,33000.0,33750.0,33750.0,33137.5,7.0,2.0,0.0,7.358163265306122,69.02996180866965,12250.0,222.0,14945.0,13381.0,15229.0,83.0,285.5,9250.0,104.5,246.0,222.0,313.0,265.0,8250.0,14280.0,84.5,13500.0,17500.0,14201.0,12750.0,310.0,2150.0,3775.0,20850.0,168.0,5025.0,249.5,15412.0,12600.0,251.0,322.5,11326.0,9150.0,312.0,297.5,4886.0,3813.0,1554.0,29.0,64.0,101.0,77.0,125.5,"1,029.00","1,015.20","1,000.00","1,024.00",1.30M,0.29%,"38,95","40,00","37,85","36,90","21,85M","-0,37%",152.22,154.2,154.2,151.6,5.67M,-0.12%
2017-02-20,31300.0,32000.0,32600.0,33000.0,33750.0,32987.5,8.0,2.0,0.0,7.366326530612245,69.02996180866965,12250.0,246.0,14799.0,13348.0,14854.0,91.0,312.5,9250.0,111.5,270.0,245.0,313.0,280.0,8250.0,14234.0,86.0,13500.0,17500.0,13780.0,12750.0,328.0,2150.0,3775.0,20850.0,155.0,5025.0,249.5,15315.0,12600.0,275.0,322.5,11326.0,9150.0,325.0,315.0,4886.0,3813.0,1554.0,29.0,64.0,101.0,77.0,125.5,"1,029.00","1,015.20","1,000.00","1,024.00",1.30M,0.29%,"38,95","40,00","37,85","36,90","21,85M","-0,37%",152.22,154.2,154.2,151.6,5.67M,-0.12%
2017-02-27,30300.0,31300.0,32000.0,32600.0,33000.0,32556.25,9.0,2.0,0.0,7.374489795918367,69.02996180866965,12250.0,254.0,14729.0,13155.0,14506.0,93.0,322.5,9250.0,114.0,277.0,252.0,320.0,280.0,8250.0,13702.0,87.5,13500.0,17500.0,13357.0,12750.0,340.0,2150.0,3775.0,20850.0,159.0,5025.0,249.5,14552.0,12600.0,282.0,322.5,11326.0,9150.0,345.0,343.0,4827.0,3794.0,1884.0,32.0,64.0,101.0,77.0,125.5,"1,029.00","1,015.20","1,000.00","1,024.00",1.30M,0.29%,"38,95","40,00","37,85","36,90","21,85M","-0,37%",152.22,154.2,154.2,151.6,5.67M,-0.12%
2017-03-06,30500.0,30300.0,31300.0,32000.0,32600.0,32150.0,10.0,3.0,0.0,7.38265306122449,69.02996180866965,12000.0,259.0,14708.0,13098.0,14184.0,92.0,352.5,9150.0,117.5,280.0,255.0,335.0,285.0,8250.0,12842.0,92.0,13500.0,17500.0,13070.0,12750.0,360.0,2375.0,3925.0,20850.0,162.0,5175.0,249.5,13624.0,12600.0,285.0,322.5,11288.0,9050.0,370.0,362.5,4827.0,3794.0,1884.0,32.0,64.0,101.0,77.0,125.5,"1,029.00","1,015.20","1,000.00","1,024.00",1.30M,0.29%,"38,95","40,00","37,85","36,90","21,85M","-0,37%",152.22,154.2,154.2,151.6,5.67M,-0.12%
2017-03-13,30700.0,30500.0,30300.0,31300.0,32000.0,31768.75,11.0,3.0,0.0,7.390816326530612,69.02996180866965,12000.0,269.0,14310.0,12284.0,13438.0,87.0,372.5,9150.0,115.5,287.0,271.0,355.0,290.0,8250.0,12538.0,90.5,13500.0,17500.0,12744.0,12750.0,365.0,2375.0,3925.0,20850.0,161.0,5175.0,249.5,13321.0,12600.0,299.0,322.5,11288.0,9050.0,370.0,362.5,4827.0,3794.0,1884.0,32.0,64.0,101.0,77.0,125.5,"1,029.00","1,015.20","1,000.00","1,024.00",1.30M,0.29%,"38,95","40,00","37,85","36,90","21,85M","-0,37%",152.22,154.2,154.2,151.6,5.67M,-0.12%
2017-03-20,30600.0,30700.0,30500.0,30300.0,31300.0,31375.0,12.0,3.0,0.0,7.398979591836735,69.02996180866965,12000.0,268.0,14112.0,12269.0,13515.0,91.0,387.5,9150.0,117.5,285.0,270.0,390.0,287.0,8250.0,12330.0,92.5,13500.0,17500.0,12395.0,12750.0,385.0,2375.0,3925.0,20850.0,160.0,5175.0,249.5,13198.0,12600.0,298.0,322.5,11288.0,9050.0,386.5,398.5,4827.0,3794.0,1884.0,32.0,64.0,101.0,77.0,125.5,"1,029.00","1,015.20","1,000.00","1,024.00",1.30M,0.29%,"38,95","40,00","37,85","36,90","21,85M","-0,37%",152.22,154.2,154.2,151.6,5.67M,-0.12%
2017-03-27,30400.0,30600.0,30700.0,30500.0,30300.0,31050.0,13.0,3.0,0.0,7.4071428571428575,69.02996180866965,12000.0,250.0,13877.0,11824.0,13479.0,86.0,387.5,9150.0,115.5,265.0,257.0,390.0,280.0,8250.0,12385.0,90.5,13500.0,17500.0,12440.0,12750.0,395.0,2375.0,3925.0,20850.0,155.0,5175.0,249.5,13263.0,12600.0,276.0,322.5,11288.0,9050.0,386.5,387.5,5189.0,3889.0,2176.0,36.0,64.0,101.0,77.0,125.5,"1,029.00","1,015.20","1,000.00","1,024.00",1.30M,0.29%,"38,95","40,00","37,85","36,90","21,85M","-0,37%",152.22,154.2,154.2,151.6,5.67M,-0.12%
2017-04-03,29800.0,30400.0,30600.0,30700.0,30500.0,30700.0,14.0,4.0,0.0,7.41530612244898,69.02996180866965,12000.0,241.0,13792.0,11814.0,13477.0,81.0,377.5,9150.0,112.5,255.0,249.0,380.0,280.0,8250.0,12348.0,87.5,13500.0,17500.0,12408.0,12750.0,390.0,2375.0,3925.0,20850.0,155.0,5175.0,249.5,13316.0,12600.0,267.0,322.5,11288.0,9050.0,390.0,367.5,5189.0,3889.0,2176.0,36.0,64.0,101.0,77.0,125.5,"1,029.00","1,015.20","1,000.00","1,024.00",1.30M,0.29%,"38,95","40,00","37,85","36,90","21,85M","-0,37%",152.22,154.2,154.2,151.6,5.67M,-0.12%
2017-04-10,29500.0,29800.0,30400.0,30600.0,30700.0,30387.5,15.0,4.0,0.0,7.423469387755102,69.02996180866965,7400.0,247.0,13543.0,11738.0,13400.0,79.0,372.5,5650.0,111.5,260.0,255.0,370.0,280.0,5550.0,12384.0,84.0,9000.0,14775.0,12281.0,7900.0,390.0,2375.0,4175.0,21250.0,214.0,5825.0,249.5,13269.0,8300.0,275.0,322.5,7242.0,5675.0,380.0,362.5,5189.0,3889.0,2176.0,36.0,64.0,101.0,77.0,125.5,"1,029.00","1,015.20","1,000.00","1,024.00",1.30M,0.29%,"38,95","40,00","37,85","36,90","21,85M","-0,37%",152.22,154.2,154.2,151.6,5.67M,-0.12%
2017-04-17,28200.0,29500.0,29800.0,30400.0,30600.0,30000.0,16.0,4.0,0.0,7.431632653061224,69.02996180866965,7400.0,246.0,13631.0,11707.0,13392.0,71.0,372.5,5650.0,104.5,258.0,254.0,370.0,275.0,5550.0,12310.0,80.0,9000.0,14775.0,12245.0,7900.0,387.0,2375.0,4175.0,21250.0,285.0,5825.0,249.5,13199.0,8300.0,274.0,322.5,7242.0,5675.0,392.0,362.5,5189.0,3889.0,2176.0,36.0,64.0,101.0,77.0,125.5,"1,029.00","1,015.20","1,000.00","1,024.00",1.30M,0.29%,"38,95","40,00","37,85","36,90","21,85M","-0,37%",152.22,154.2,154.2,151.6,5.67M,-0.12%
2017-04-24,27500.0,28200.0,29500.0,29800.0,30400.0,29650.0,17.0,4.0,0.0,7.439795918367347,69.02996180866965,7400.0,238.0,13731.0,11652.0,13268.0,65.0,372.5,5650.0,102.5,249.0,243.0,365.0,275.0,5550.0,12225.0,77.5,9000.0,14775.0,12192.0,7900.0,385.0,2375.0,4175.0,21250.0,268.0,5825.0,249.5,13215.0,8300.0,265.0,322.5,7242.0,5675.0,382.5,362.5,5189.0,3889.0,2176.0,36.0,64.0,101.0,77.0,125.5,"1,029.00","1,015.20","1,000.00","1,024.00",1.30M,0.29%,"38,95","40,00","37,85","36,90","21,85M","-0,37%",152.22,154.2,154.2,151.6,5.67M,-0.12%
